pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,sy_snum,sy_pnum
"Kepler-920 b","Kepler-920","Transit",2016,6.44000000,2.42000000,6.53192704000,0.0650000000,0.000000,907.00,5403.00,0.850000,0.890000,1,2
"Kepler-919 b","Kepler-919","Transit",2016,5.69000000,2.25000000,11.04603384000,0.0981000000,0.000000,869.00,6113.00,1.210000,1.150000,1,1
"Kepler-921 b","Kepler-921","Transit",2016,8.60000000,2.87000000,51.30063400000,0.2716000000,0.000000,492.00,5663.00,0.910000,0.930000,1,1
"Kepler-1015 b","Kepler-1015","Transit",2016,12.30000000,3.55000000,16.00494214000,0.1345000000,0.000000,1040.00,6769.00,1.810000,1.490000,1,1
"Kepler-1005 b","Kepler-1005","Transit",2016,2.86000000,1.50000000,6.49801525000,0.0671700000,0.000000,1026.00,5782.00,1.060000,1.000000,1,1
"Kepler-972 b","Kepler-972","Transit",2016,19.50000000,4.65000000,7.03932553000,0.0734000000,0.000000,1060.00,6146.00,1.220000,1.150000,1,1
"Kepler-1130 b","Kepler-1130","Transit",2016,0.43700000,0.80000000,5.45298175000,0.0596300000,0.000000,904.00,5403.00,0.810000,0.900000,2,3
"Kepler-1131 b","Kepler-1131","Transit",2016,3.15000000,1.59000000,3.53232449000,0.0459000000,0.000000,1159.00,5851.00,1.040000,1.030000,1,1
"Kepler-1025 b","Kepler-1025","Transit",2016,4.58000000,1.98000000,37.32294930000,0.2160700000,0.000000,1654.00,6089.00,1.130000,1.090000,1,1
"Kepler-497 b","Kepler-497","Transit",2016,30.40000000,6.04000000,3.57320367100,0.0457000000,0.000000,1210.00,5834.00,1.110000,1.090000,1,1
"Kepler-994 b","Kepler-994","Transit",2016,3.19000000,1.60000000,1.15116650600,0.0177000000,0.000000,957.00,3934.00,0.540000,0.560000,1,1
"Kepler-1132 b","Kepler-1132","Transit",2016,6.12000000,2.35000000,62.89162280000,0.2881000000,0.000000,384.00,5298.00,0.830000,0.870000,1,1
"Kepler-1069 b","Kepler-1069","Transit",2016,3.19000000,1.60000000,23.89902960000,0.1658700000,0.000000,823.00,5722.00,0.980000,0.990000,1,1
"Kepler-1034 b","Kepler-1034","Transit",2016,5.73000000,2.26000000,12.12400943000,0.0965000000,0.000000,675.00,5198.00,0.800000,0.830000,1,1
"Kepler-944 b","Kepler-944","Transit",2016,7.41000000,2.63000000,43.31677370000,0.2288000000,0.000000,459.00,5409.00,0.830000,0.860000,1,1
"Kepler-942 b","Kepler-942","Transit",2016,5.18000000,2.13000000,44.96417488000,0.2273700000,0.000000,379.00,4861.00,0.750000,0.810000,1,1
"Kepler-946 b","Kepler-946","Transit",2016,4.38000000,1.93000000,11.79162572000,0.1002000000,0.000000,857.00,5665.00,0.930000,0.940000,1,1
"HD 50554 c","HD 50554","Transit",2026,5.30000000,1.31000000,5.96936200000,0.0652000000,0.000000,1090.83,5968.00,1.146000,1.040000,1,3
"Kepler-992 b","Kepler-992","Transit",2016,3.26000000,1.62000000,20.16034462000,0.1337200000,0.000000,510.00,4944.00,0.740000,0.800000,1,1
"Kepler-1134 b","Kepler-1134","Transit",2016,7.46000000,2.64000000,17.13263989000,0.1242000000,0.000000,611.00,5281.00,0.810000,0.840000,1,1
"Kepler-1135 b","Kepler-1135","Transit",2016,4.08000000,1.85000000,76.95785700000,0.3436000000,0.000000,451.00,5656.00,0.940000,0.960000,1,1
"Kepler-951 b","Kepler-951","Transit",2016,26.70000000,5.59000000,71.52530845000,0.3091000000,0.000000,340.00,4834.00,0.730000,0.770000,2,1
"Kepler-967 b","Kepler-967","Transit",2016,6.12000000,2.35000000,13.22713379000,0.1027000000,0.000000,638.00,5178.00,0.800000,0.840000,1,2
"Kepler-1013 b","Kepler-1013","Transit",2016,5.27000000,2.15000000,18.93054959000,0.1370000000,0.000000,766.00,4954.00,0.760000,0.810000,1,1
"Kepler-1233 b","Kepler-1233","Transit",2016,7.27000000,2.60000000,45.12630420000,0.2630000000,0.000000,604.00,6198.00,1.250000,1.160000,1,1
"Kepler-1234 b","Kepler-1234","Transit",2016,8.30000000,2.81000000,11.94014029000,0.0960000000,0.000000,625.00,4967.00,0.760000,0.800000,1,1
"Kepler-523 b","Kepler-523","Transit",2016,4.50000000,1.96000000,5.83598311100,0.0615900000,0.000000,884.00,5515.00,0.860000,0.930000,1,1
"Gl 725 B c","Gl 725 B","Radial Velocity",2026,3.40000000,1.66000000,37.90000000000,0.1390000000,,215.00,3379.00,0.280000,0.250000,2,2
"Kepler-1180 b","Kepler-1180","Transit",2016,4.62000000,1.99000000,16.86012860000,0.1246000000,0.000000,765.00,6077.00,1.140000,1.090000,1,1
"Kepler-1181 b","Kepler-1181","Transit",2016,3.09000000,1.57000000,4.89337519000,0.0621000000,0.000000,1374.00,6176.00,1.300000,1.170000,1,2
"Kepler-1189 b","Kepler-1189","Transit",2016,3.78000000,1.77000000,3.78858982000,0.0467000000,0.000000,1158.00,6012.00,1.160000,1.110000,1,1
"Kepler-1236 b","Kepler-1236","Transit",2016,5.22000000,2.14000000,31.05716180000,0.1803000000,0.000000,480.00,5337.00,0.820000,0.860000,1,1
"Kepler-1235 b","Kepler-1235","Transit",2016,0.41800000,0.79000000,4.16055856000,0.0483600000,0.000000,985.00,5541.00,0.900000,0.930000,1,1
"Kepler-518 b","Kepler-518","Transit",2016,5.10000000,2.11000000,8.51203587700,0.0799600000,0.000000,839.00,5842.00,0.880000,0.960000,1,1
"Kepler-1276 b","Kepler-1276","Transit",2016,1.81000000,1.19000000,12.57200950000,0.1086300000,0.000000,886.00,6188.00,1.210000,1.140000,1,1
"Kepler-1277 b","Kepler-1277","Transit",2016,3.19000000,1.60000000,40.83650120000,0.2185700000,0.000000,496.00,5578.00,0.920000,0.940000,1,1
"Kepler-1182 b","Kepler-1182","Transit",2016,6.39000000,2.41000000,11.17394617000,0.0981000000,0.000000,796.00,5924.00,1.050000,1.040000,1,1
"Kepler-549 b","Kepler-549","Transit",2016,11.00000000,2.57000000,42.94956490000,0.2323600000,0.000000,487.00,5360.00,0.840000,0.880000,1,3
"Kepler-1237 b","Kepler-1237","Transit",2016,8.55000000,2.86000000,84.57332260000,0.3778000000,0.000000,366.00,5472.00,0.900000,0.940000,1,1
"Kepler-1279 b","Kepler-1279","Transit",2016,3.71000000,1.75000000,23.47741010000,0.1785000000,0.000000,738.00,6221.00,1.330000,1.210000,1,1
"Kepler-1280 b","Kepler-1280","Transit",2016,4.16000000,1.87000000,66.55790570000,0.3398200000,0.000000,757.00,6227.00,1.320000,1.200000,1,1
"Kepler-1076 b","Kepler-1076","Transit",2016,0.43700000,0.80000000,6.14727918000,0.0611000000,0.000000,770.00,4868.00,0.740000,0.790000,1,1
"Kepler-1077 b","Kepler-1077","Transit",2016,8.10000000,2.77000000,34.35118740000,0.2101000000,0.000000,576.00,5816.00,1.020000,1.020000,1,1
"Kepler-1193 b","Kepler-1193","Transit",2016,2.30000000,1.32000000,2.83265213400,0.0400400000,0.000000,1453.00,5908.00,1.210000,1.080000,1,1
"Kepler-1194 b","Kepler-1194","Transit",2016,2.89000000,1.51000000,16.22371307000,0.1212000000,0.000000,676.00,5590.00,0.920000,0.940000,1,1
"Kepler-1238 b","Kepler-1238","Transit",2016,4.38000000,1.93000000,4.14787559000,0.0541000000,0.000000,1389.00,6386.00,1.480000,1.300000,1,1
"Kepler-1282 b","Kepler-1282","Transit",2016,3.02000000,1.55000000,2.13194651300,0.0335000000,0.000000,1418.00,5504.00,0.890000,0.920000,1,1
"Kepler-1078 b","Kepler-1078","Transit",2016,4.27000000,1.90000000,3.00725242000,0.0388000000,0.000000,1122.00,5612.00,0.920000,0.940000,1,1
"Kepler-1079 b","Kepler-1079","Transit",2016,3.29000000,1.63000000,13.24503188000,0.1092000000,0.000000,887.00,5758.00,1.360000,1.080000,1,1
"Kepler-1242 b","Kepler-1242","Transit",2016,5.73000000,2.26000000,13.62798432000,0.1039000000,0.000000,639.00,4895.00,0.740000,0.770000,1,1
"Kepler-1243 b","Kepler-1243","Transit",2016,3.71000000,1.75000000,16.83207290000,0.1256000000,0.000000,690.00,5667.00,0.940000,0.960000,1,1
"Kepler-1081 b","Kepler-1081","Transit",2016,1.01000000,1.01000000,3.85691854700,0.0466200000,0.000000,972.00,5345.00,0.840000,0.880000,1,1
"Kepler-1199 b","Kepler-1199","Transit",2016,1.60000000,1.15000000,15.04471980000,0.1130900000,0.000000,931.00,5889.00,1.170000,0.940000,1,1
"Kepler-1202 b","Kepler-1202","Transit",2016,8.96000000,2.94000000,28.68513240000,0.1790000000,0.000000,547.00,5834.00,1.040000,1.030000,1,1
"Kepler-519 b","Kepler-519","Transit",2016,5.06000000,2.10000000,24.30789460000,0.1593200000,0.000000,532.00,5260.00,0.800000,0.890000,2,1
"Kepler-1284 b","Kepler-1284","Transit",2016,1.92000000,1.21000000,0.66407380600,0.0143000000,0.000000,1703.00,5123.00,0.790000,0.840000,1,1
"Kepler-1083 b","Kepler-1083","Transit",2016,11.20000000,3.36000000,33.41779930000,0.1899000000,0.000000,448.00,5049.00,0.770000,0.810000,1,1
"Kepler-1203 b","Kepler-1203","Transit",2016,1.20000000,1.06000000,0.58800076500,0.0114000000,0.000000,1188.00,4105.00,0.610000,0.640000,1,1
"Kepler-1204 b","Kepler-1204","Transit",2016,9.53000000,3.05000000,85.73502850000,0.3877000000,0.000000,448.00,5825.00,1.030000,1.030000,1,1
"Kepler-1246 b","Kepler-1246","Transit",2016,2.42000000,1.36000000,11.32271513000,0.0848000000,0.000000,554.00,4611.00,0.690000,0.730000,1,1
"Kepler-1289 b","Kepler-1289","Transit",2016,2.92000000,1.52000000,7.99019627000,0.0785000000,0.000000,1113.00,6080.00,1.170000,1.100000,1,1
"Kepler-1087 b","Kepler-1087","Transit",2016,0.16500000,0.61000000,0.69384285500,0.0155400000,0.000000,2161.00,5589.00,0.940000,0.960000,1,1
"Kepler-1086 b","Kepler-1086","Transit",2016,6.53000000,2.44000000,18.78425728000,0.1198000000,0.000000,433.00,4350.00,0.660000,0.700000,2,2
"Kepler-1088 b","Kepler-1088","Transit",2016,2.60000000,1.42000000,23.12748644000,0.1616300000,0.000000,667.00,5975.00,1.080000,1.080000,1,1
"Kepler-1206 b","Kepler-1206","Transit",2016,3.33000000,1.64000000,1.21699766300,0.0201000000,0.000000,1314.00,4877.00,0.750000,0.800000,1,1
"Kepler-1205 b","Kepler-1205","Transit",2016,2.57000000,1.41000000,1.07839035200,0.0196000000,0.000000,1667.00,5226.00,0.810000,0.840000,1,1
"Kepler-1249 b","Kepler-1249","Transit",2016,6.26000000,2.38000000,24.33471270000,0.1670000000,0.000000,647.00,6202.00,1.280000,1.190000,1,1
"Kepler-1250 b","Kepler-1250","Transit",2016,4.35000000,1.92000000,2.60754383400,0.0393000000,0.000000,1431.00,5717.00,0.980000,0.990000,1,1
"Kepler-1293 b","Kepler-1293","Transit",2016,0.87100000,0.97000000,5.57654784000,0.0676300000,0.000000,1183.00,6241.00,1.280000,1.180000,1,1
"Kepler-513 b","Kepler-513","Transit",2016,5.48000000,2.20000000,28.86235584000,0.1779000000,0.000000,623.00,5849.00,1.060000,1.020000,1,1
"Kepler-1092 b","Kepler-1092","Transit",2016,4.94000000,2.07000000,58.60179250000,0.2996000000,0.000000,508.00,5862.00,1.000000,0.990000,1,1
"Kepler-1209 b","Kepler-1209","Transit",2016,2.89000000,1.51000000,25.36911600000,0.1751500000,0.000000,755.00,6210.00,1.380000,1.230000,1,1
"Kepler-1252 b","Kepler-1252","Transit",2016,3.43000000,1.67000000,15.05403290000,0.1078000000,0.000000,665.00,5949.00,1.090000,1.060000,1,1
"Kepler-1253 b","Kepler-1253","Transit",2016,2.33000000,1.33000000,68.88619150000,0.3144400000,0.000000,501.00,5850.00,1.100000,0.970000,1,1
"Kepler-1156 b","Kepler-1156","Transit",2016,2.30000000,1.32000000,11.89520511000,0.0970400000,0.000000,787.00,5778.00,1.000000,1.000000,1,1
"Kepler-1155 b","Kepler-1155","Transit",2016,4.78000000,2.03000000,33.46974300000,0.2006000000,0.000000,609.00,5842.00,1.030000,1.030000,1,1
"Kepler-1093 b","Kepler-1093","Transit",2016,4.46000000,1.95000000,25.08246260000,0.1754300000,0.000000,776.00,6166.00,1.200000,1.130000,1,2
"Kepler-1094 b","Kepler-1094","Transit",2016,10.20000000,3.18000000,78.10002310000,0.3625000000,0.000000,480.00,6112.00,1.210000,1.140000,1,1
"Kepler-1213 b","Kepler-1213","Transit",2016,1.81000000,1.19000000,5.34982412000,0.0602600000,0.000000,1156.00,6050.00,1.210000,1.140000,1,1
"Kepler-1255 b","Kepler-1255","Transit",2016,5.99000000,2.32000000,36.29193360000,0.2226000000,0.000000,694.00,6018.00,1.120000,1.080000,1,1
"Kepler-1256 b","Kepler-1256","Transit",2016,2.83000000,1.49000000,12.41277540000,0.1073300000,0.000000,933.00,6129.00,1.360000,1.170000,1,1
"Kepler-1160 b","Kepler-1160","Transit",2016,5.22000000,2.14000000,7.97034958000,0.0755000000,0.000000,839.00,5519.00,0.890000,0.920000,1,1
"Kepler-1158 b","Kepler-1158","Transit",2016,6.08000000,2.34000000,13.53962930000,0.1264300000,0.000000,1079.00,6203.00,1.950000,1.410000,1,1
"Kepler-1097 b","Kepler-1097","Transit",2016,10.70000000,3.26000000,187.74702900000,0.5791000000,0.000000,267.00,5211.00,0.790000,0.820000,1,1
"Kepler-1095 b","Kepler-1095","Transit",2016,1.92000000,1.21000000,4.27103091000,0.0514000000,0.000000,1108.00,5658.00,0.920000,0.940000,1,1
"Kepler-1217 b","Kepler-1217","Transit",2016,4.62000000,1.99000000,2.03232507200,0.0326000000,0.000000,1542.00,5905.00,1.080000,1.060000,1,1
"Kepler-1216 b","Kepler-1216","Transit",2016,2.51000000,1.39000000,4.37034536000,0.0519000000,0.000000,1191.00,5743.00,0.980000,0.990000,1,1
"Kepler-1257 b","Kepler-1257","Transit",2016,2.92000000,1.52000000,2.66831376200,0.0376000000,0.000000,1252.00,5502.00,0.870000,0.900000,1,1
"Kepler-1260 b","Kepler-1260","Transit",2016,3.78000000,1.77000000,19.11877530000,0.1444000000,0.000000,823.00,5961.00,1.080000,1.060000,1,1
"Kepler-1163 b","Kepler-1163","Transit",2016,1.08000000,1.03000000,6.11786898000,0.0686800000,0.000000,1211.00,6302.00,1.350000,1.220000,1,1
"Kepler-1100 b","Kepler-1100","Transit",2016,3.71000000,1.75000000,6.42200058000,0.0674500000,0.000000,1000.00,6247.00,1.340000,1.210000,1,1
"Kepler-1098 b","Kepler-1098","Transit",2016,2.24000000,1.30000000,2.54307285500,0.0358000000,0.000000,1319.00,5794.00,0.990000,0.990000,1,1
"Kepler-1261 b","Kepler-1261","Transit",2016,5.73000000,2.26000000,48.43089910000,0.2390000000,0.000000,396.00,5006.00,0.770000,0.820000,1,1
"Kepler-1166 b","Kepler-1166","Transit",2016,3.50000000,1.69000000,33.24068820000,0.1975000000,0.000000,486.00,5446.00,0.860000,0.900000,1,1
"Kepler-1167 b","Kepler-1167","Transit",2016,3.57000000,1.71000000,1.00393373900,0.0175000000,0.000000,1419.00,4971.00,0.750000,0.790000,1,1
"Kepler-1103 b","Kepler-1103","Transit",2016,5.77000000,2.27000000,19.79191978000,0.1533600000,0.000000,736.00,6092.00,1.150000,1.110000,1,1
"Kepler-1221 b","Kepler-1221","Transit",2016,4.19000000,1.88000000,12.00096042000,0.0906000000,0.000000,632.00,5194.00,0.820000,0.870000,1,1
"Kepler-522 b","Kepler-522","Transit",2016,38.20000000,6.91000000,38.58422849000,0.2502900000,0.000000,761.00,6392.00,1.980000,1.540000,1,1
"Kepler-1264 b","Kepler-1264","Transit",2016,1.76000000,1.18000000,0.96852602300,0.0183900000,0.000000,1677.00,5791.00,0.980000,0.990000,1,1
"Kepler-1169 b","Kepler-1169","Transit",2016,0.77900000,0.94000000,6.11009134000,0.0693100000,0.000000,1125.00,6191.00,1.230000,1.240000,1,1
"Kepler-1168 b","Kepler-1168","Transit",2016,6.80000000,2.50000000,55.82265390000,0.2663000000,0.000000,379.00,5157.00,0.820000,0.870000,1,1
"Kepler-1106 b","Kepler-1106","Transit",2016,3.36000000,1.65000000,1.25275217400,0.0239000000,0.000000,2199.00,6104.00,1.170000,1.110000,1,1
"Kepler-1226 b","Kepler-1226","Transit",2016,2.70000000,1.45000000,17.29234530000,0.1394500000,0.000000,809.00,5923.00,1.020000,1.020000,1,1
"Kepler-1266 b","Kepler-1266","Transit",2016,7.18000000,2.58000000,28.47474800000,0.1643100000,0.000000,489.00,5044.00,0.760000,0.800000,1,2
"Kepler-1268 b","Kepler-1268","Transit",2016,4.78000000,2.03000000,40.99039860000,0.2383000000,0.000000,627.00,5904.00,1.090000,1.060000,1,1
"Kepler-1171 b","Kepler-1171","Transit",2016,7.08000000,2.56000000,1.44259224000,0.0284000000,0.000000,2700.00,7044.00,1.950000,1.580000,1,1
"Kepler-1172 b","Kepler-1172","Transit",2016,10.30000000,3.20000000,26.02044230000,0.1680000000,0.000000,675.00,5558.00,0.890000,0.920000,1,1
"Kepler-1109 b","Kepler-1109","Transit",2016,5.43000000,2.19000000,37.64673840000,0.2466000000,0.000000,787.00,5893.00,1.060000,1.050000,1,1
"Kepler-1110 b","Kepler-1110","Transit",2016,7.56000000,2.66000000,9.69312032000,0.0754000000,0.000000,609.00,4781.00,0.700000,0.730000,1,1
"Kepler-1229 b","Kepler-1229","Transit",2016,2.54000000,1.40000000,86.82898900000,0.3006000000,0.000000,212.00,3784.00,0.510000,0.540000,1,1
"Kepler-436 c","Kepler-436","Transit",2016,6.04000000,2.33000000,16.79713874000,0.1145200000,0.000000,503.00,4685.00,0.710000,0.750000,1,2
"Kepler-1270 b","Kepler-1270","Transit",2016,11.00000000,3.32000000,6.03356196000,0.0704500000,0.000000,1598.00,5047.00,3.380000,1.280000,1,1
"Kepler-804 c","Kepler-804","Transit",2016,1.55000000,1.14000000,9.65185017000,0.0865400000,0.000000,890.00,5817.00,1.050000,1.010000,1,2
"Kepler-1230 b","Kepler-1230","Transit",2016,7.80000000,2.71000000,9.95661537000,0.0921000000,0.000000,946.00,5961.00,1.080000,1.060000,1,1
"Kepler-1271 b","Kepler-1271","Transit",2016,2.79000000,1.48000000,3.02559550000,0.0423300000,0.000000,1484.00,6143.00,1.230000,1.130000,1,1
"Kepler-1273 b","Kepler-1273","Transit",2016,6.76000000,2.49000000,28.62565300000,0.1857000000,0.000000,573.00,5566.00,0.910000,0.940000,1,1
"Kepler-1177 b","Kepler-1177","Transit",2016,4.27000000,1.90000000,106.24754700000,0.4301000000,0.000000,377.00,5712.00,0.970000,0.980000,1,1
"Kepler-1179 b","Kepler-1179","Transit",2016,2.30000000,1.32000000,2.68505749200,0.0349700000,0.000000,1137.00,5212.00,0.810000,0.840000,1,1
"Kepler-1152 b","Kepler-1152","Transit",2016,0.59000000,0.87000000,1.64680190800,0.0223000000,0.000000,806.00,3964.00,0.530000,0.550000,1,1
"Kepler-1186 b","Kepler-1186","Transit",2016,5.60000000,2.23000000,16.07677615000,0.1281000000,0.000000,724.00,5635.00,0.930000,0.950000,1,1
"Kepler-535 b","Kepler-535","Transit",2016,6.17000000,2.36000000,4.90332155100,0.0601100000,0.000000,1247.00,6123.00,1.270000,1.180000,1,1
"Kepler-1411 b","Kepler-1411","Transit",2016,8.35000000,2.82000000,86.11508880000,0.4001000000,0.000000,441.00,5664.00,0.920000,0.950000,1,1
"Kepler-1413 b","Kepler-1413","Transit",2016,3.97000000,1.82000000,13.18296420000,0.1066000000,0.000000,661.00,5196.00,0.800000,0.840000,1,1
"Kepler-1317 b","Kepler-1317","Transit",2016,3.05000000,1.56000000,0.56887442700,0.0128000000,0.000000,1796.00,5144.00,0.790000,0.830000,1,1
"Kepler-1318 b","Kepler-1318","Transit",2016,9.85000000,3.11000000,213.25766300000,0.6085000000,0.000000,202.00,4598.00,0.700000,0.730000,1,1
"Kepler-1362 b","Kepler-1362","Transit",2016,7.27000000,2.60000000,136.20562600000,0.4626000000,0.000000,248.00,4857.00,0.740000,0.800000,1,1
"Kepler-536 b","Kepler-536","Transit",2016,9.80000000,3.10000000,1.82708229900,0.0283500000,0.000000,1877.00,5524.00,0.890000,0.920000,1,1
"Kepler-1415 b","Kepler-1415","Transit",2016,2.21000000,1.29000000,0.63642408000,0.0141600000,0.000000,1846.00,5267.00,0.840000,0.890000,1,1
"Kepler-1320 b","Kepler-1320","Transit",2016,3.53000000,1.70000000,0.86838652800,0.0163000000,0.000000,1389.00,4817.00,0.740000,0.800000,1,1
"Kepler-1321 b","Kepler-1321","Transit",2016,21.50000000,4.92000000,11.12830484000,0.0781000000,0.000000,408.00,4094.00,0.530000,0.540000,1,3
"Kepler-1366 b","Kepler-1366","Transit",2016,2.63000000,1.43000000,2.16457096800,0.0273000000,0.000000,783.00,4070.00,0.600000,0.620000,1,1
"Kepler-903 c","Kepler-903","Transit",2016,6.94000000,2.53000000,62.92285570000,0.3024900000,0.000000,462.00,5682.00,0.970000,0.980000,1,2
"Kepler-758 e","Kepler-758","Transit",2016,2.96000000,1.53000000,8.19347190000,0.0829000000,0.000000,1144.00,6228.00,1.420000,1.160000,1,4
"Kepler-1417 b","Kepler-1417","Transit",2016,0.97200000,1.00000000,20.35052130000,0.1406200000,0.000000,695.00,5839.00,1.020000,1.020000,1,1
"Kepler-1322 b","Kepler-1322","Transit",2016,3.22000000,1.61000000,0.96286738200,0.0183000000,0.000000,1666.00,5488.00,0.870000,0.900000,1,2
"Kepler-525 b","Kepler-525","Transit",2016,7.41000000,2.63000000,18.68404933000,0.1438600000,0.000000,832.00,5573.00,1.150000,0.950000,1,1
"Kepler-722 c","Kepler-722","Transit",2016,8.35000000,2.82000000,105.14474900000,0.4471000000,0.000000,401.00,5863.00,1.050000,1.030000,1,2
"Kepler-1422 b","Kepler-1422","Transit",2016,4.74000000,2.02000000,18.60519420000,0.1499000000,0.000000,833.00,6194.00,1.230000,1.150000,1,1
"Kepler-1327 b","Kepler-1327","Transit",2016,3.89000000,1.80000000,14.88801098000,0.1115100000,0.000000,831.00,5885.00,1.030000,1.020000,1,1
"Kepler-1368 b","Kepler-1368","Transit",2016,3.36000000,1.65000000,0.67564948600,0.0153000000,0.000000,2085.00,5906.00,1.080000,1.070000,1,1
"Kepler-769 c","Kepler-769","Transit",2016,3.86000000,1.79000000,15.98701740000,0.1297000000,0.000000,803.00,6186.00,1.280000,1.190000,1,2
"Kepler-770 c","Kepler-770","Transit",2016,1.87000000,1.20000000,1.47532231400,0.0309000000,0.000000,2740.00,5598.00,0.920000,0.940000,1,3
"Kepler-1430 b","Kepler-1430","Transit",2016,1.76000000,1.18000000,2.46050993000,0.0304000000,0.000000,969.00,4796.00,0.720000,0.770000,1,1
"Kepler-1431 b","Kepler-1431","Transit",2016,2.76000000,1.47000000,5.86601526000,0.0648000000,0.000000,1064.00,5806.00,1.030000,1.030000,1,1
"Kepler-1328 b","Kepler-1328","Transit",2016,0.90400000,0.98000000,4.52158888000,0.0520000000,0.000000,1214.00,5780.00,0.990000,1.000000,1,1
"Kepler-1329 b","Kepler-1329","Transit",2016,5.35000000,2.17000000,9.33646594000,0.0747000000,0.000000,577.00,4500.00,0.690000,0.720000,1,1
"Kepler-527 b","Kepler-527","Transit",2016,8.45000000,2.84000000,13.28535633000,0.1164600000,0.000000,1157.00,6388.00,1.450000,1.280000,1,1
"Kepler-1371 b","Kepler-1371","Transit",2016,0.31500000,0.73000000,3.44620390000,0.0421400000,0.000000,1015.00,5361.00,0.830000,0.870000,1,2
"Kepler-770 d","Kepler-770","Transit",2016,2.54000000,1.40000000,4.15244722000,0.0616000000,0.000000,1941.00,5598.00,0.920000,0.940000,1,3
"Kepler-896 b","Kepler-896","Transit",2016,6.94000000,2.53000000,144.54739600000,0.5637800000,0.000000,303.00,5262.00,0.810000,0.840000,1,2
"Kepler-1427 b","Kepler-1427","Transit",2016,1.37000000,1.10000000,0.96897237600,0.0197000000,0.000000,1844.00,5793.00,1.010000,1.010000,1,1
"Kepler-1332 b","Kepler-1332","Transit",2016,2.45000000,1.37000000,11.87456832000,0.0991500000,0.000000,728.00,5581.00,0.900000,0.950000,1,1
"Kepler-1330 b","Kepler-1330","Transit",2016,3.36000000,1.65000000,10.10769068000,0.0889000000,0.000000,879.00,5608.00,0.940000,0.970000,1,1
"Kepler-1373 b","Kepler-1373","Transit",2016,1.65000000,1.16000000,1.29123275000,0.0259800000,0.000000,1887.00,6299.00,1.330000,1.220000,1,1
"Kepler-1374 b","Kepler-1374","Transit",2016,5.86000000,2.29000000,10.65276707000,0.0918000000,0.000000,737.00,5323.00,0.810000,0.850000,1,1
"Kepler-1311 c","Kepler-1311","Transit",2016,1.98000000,1.22000000,2.53573424000,0.0375300000,0.000000,1671.00,5748.00,1.400000,1.050000,1,3
"Kepler-1428 b","Kepler-1428","Transit",2016,3.33000000,1.64000000,10.67607169000,0.1105100000,0.000000,1049.00,6184.00,1.360000,1.280000,1,1
"Kepler-1429 b","Kepler-1429","Transit",2016,2.21000000,1.29000000,4.48487493000,0.0550000000,0.000000,1199.00,5902.00,1.070000,1.050000,1,1
"Kepler-1335 b","Kepler-1335","Transit",2016,2.70000000,1.45000000,6.26406846000,0.0615000000,0.000000,809.00,4903.00,0.740000,0.770000,1,1
"Kepler-528 b","Kepler-528","Transit",2016,4.98000000,2.08000000,19.78297415000,0.1421900000,0.000000,708.00,5807.00,1.060000,1.010000,1,1
"Kepler-1321 c","Kepler-1321","Transit",2016,6.35000000,2.40000000,2.22649108600,0.0267000000,0.000000,697.00,4094.00,0.530000,0.540000,1,3
"Kepler-1433 b","Kepler-1433","Transit",2016,3.05000000,1.56000000,4.13592271000,0.0516000000,0.000000,1226.00,6097.00,1.190000,1.140000,1,1
"Kepler-1337 b","Kepler-1337","Transit",2016,6.39000000,2.41000000,24.40025490000,0.1441000000,0.000000,437.00,4523.00,0.670000,0.700000,1,1
"Kepler-1339 b","Kepler-1339","Transit",2016,0.28500000,0.71000000,1.34155512700,0.0235600000,0.000000,1642.00,5586.00,0.930000,0.940000,1,1
"Kepler-1377 b","Kepler-1377","Transit",2016,2.10000000,1.25000000,0.74092842200,0.0153000000,0.000000,1873.00,5218.00,0.820000,0.860000,1,1
"Kepler-1378 b","Kepler-1378","Transit",2016,5.48000000,2.20000000,11.95398936000,0.0885000000,0.000000,525.00,4407.00,0.670000,0.700000,1,1
"Kepler-1370 c","Kepler-1370","Transit",2016,2.15000000,1.27000000,7.44142113000,0.0808400000,0.000000,1075.00,6202.00,1.290000,1.190000,1,2
"Kepler-1295 b","Kepler-1295","Transit",2016,3.02000000,1.55000000,3.81371974000,0.0464000000,0.000000,1029.00,5486.00,0.890000,0.920000,1,1
"Kepler-1296 b","Kepler-1296","Transit",2016,0.69300000,0.91000000,8.38398650000,0.0896000000,0.000000,1285.00,5359.00,0.830000,0.870000,1,1
"Kepler-1341 b","Kepler-1341","Transit",2016,9.22000000,2.99000000,132.99683220000,0.4726700000,0.000000,241.00,4662.00,0.720000,0.790000,2,1
"Kepler-529 b","Kepler-529","Transit",2016,4.12000000,1.86000000,1.98035766300,0.0309000000,0.000000,1662.00,6087.00,1.140000,1.070000,1,3
"Kepler-1380 b","Kepler-1380","Transit",2016,2.63000000,1.43000000,10.31082450000,0.0917000000,0.000000,786.00,5570.00,0.940000,0.960000,1,1
"Kepler-1391 b","Kepler-1391","Transit",2016,3.46000000,1.68000000,54.40923330000,0.3004500000,0.000000,513.00,5840.00,1.100000,1.030000,1,1
